,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd,base_pd,base_lgd,base_ead,base_expected_loss,base_expected_loss_rate,mild_stress_pd,mild_stress_lgd,mild_stress_ead,mild_stress_expected_loss,mild_stress_expected_loss_rate,adverse_stress_pd,adverse_stress_lgd,adverse_stress_ead,adverse_stress_expected_loss,adverse_stress_expected_loss_rate,severe_stress_pd,severe_stress_lgd,severe_stress_ead,severe_stress_expected_loss,severe_stress_expected_loss_rate
385,A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,124.33333333333331,7.713784616598755,1.5,0,0,4476,young,medium_term,medium_low_amount,0,0.1898875703598662,0,2238,191.23577210942125,1,0.063913256484248,0,0.1199690944031395,0.0078574185653565,,,,low_risk,medium_low_exposure,0,0,0,0.1898875703598662,0.45,2238.0,191.23577210942125,0.08544940666193979,0.2183707059138461,0.5,2238.0,244.35681991759378,0.10918535295692305,0.24685384146782607,0.55,2305.14,312.9679652666295,0.13576961280730435,0.2943257340577926,0.65,2349.9,449.56342760056447,0.1913117271375652
356,A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,194.25,7.754481547470383,1.0,0,0,2331,mid_career,short_term,medium_high_amount,0,0.0043239709093583,0,2331,4.535629285371435,1,0.2152833499322421,0,0.4003079005458516,0.0302587993186326,,,,low_risk,medium_high_exposure,0,0,0,0.0043239709093583,0.45,2331.0,4.53562928537139,0.0019457869092112355,0.004972566545762045,0.5,2331.0,5.7955263090856635,0.0024862832728810226,0.005621162182165791,0.55,2400.93,7.422809304915022,0.0030916392001911854,0.006702154909505366,0.65,2447.55,10.66250851169391,0.004356400691178488
582,A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,154.22222222222223,7.236339342754344,0.75,0,0,5552,early_career,short_term,medium_low_amount,0,0.261181206375472,0,1388,163.1337815021198,1,0.0457537602358926,0,0.0905475121765961,0.0009600082951891,,,,moderate_risk,medium_low_exposure,0,0,0,0.261181206375472,0.45,1388.0,163.1337815021198,0.11753154286896239,0.30035838733179276,0.5,1388.0,208.44872080826417,0.15017919366589638,0.3395355682881136,0.55,1429.64,266.9774964160803,0.18674456255846247,0.4048308698819816,0.65,1457.4,383.50033134790004,0.26314006542328805
63,A12,48,A30,A49,14421,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,300.4375,9.576510097476705,4.0,1,1,28842,young,very_long_term,high_amount,1,0.883606584521556,1,14421,5734.120749923412,0,0.283905720317511,0,0.5403656694207685,0.0274457712142536,,,,high_risk,high_exposure,1,1,0,0.883606584521556,0.45,14421.0,5734.120749923412,0.39762296303470024,1.0,0.5,14421.0,7210.5,0.5,1.0,0.55,14853.630000000001,8169.496500000001,0.55,1.0,0.65,15142.050000000001,9842.3325,0.65
247,A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,200.66666666666663,7.094234845924755,0.5,0,0,4816,early_career,short_term,low_amount,0,0.6464861074881935,0,1204,350.2661730371032,1,0.3358022009037403,0,0.5902764987245105,0.0813279030829702,,,,high_risk,low_exposure,0,0,0,0.6464861074881935,0.45,1204.0,350.2661730371032,0.29091874836968706,0.7634590236114225,0.5,1204.0,459.60233221407634,0.38172951180571124,0.8904319397346516,0.55,1240.1200000000001,607.333351407055,0.48973756685405845,1.0,0.65,1264.2,821.73,0.65
776,A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,98.19444444444444,8.170751423757535,3.0,1,0,14140,mid_career,long_term,medium_high_amount,0,0.1082352434227292,1,3535,172.17521347470654,0,0.1265991090103425,0,0.2364075389371941,0.0167906790834909,,,,low_risk,medium_high_exposure,0,0,0,0.1082352434227292,0.45,3535.0,172.17521347470645,0.04870585954022814,0.13447052993613856,0.5,3535.0,237.6766616621249,0.06723526496806928,0.17070581644954796,0.55,3641.05,341.8516271409947,0.09388819904725139,0.21776462730523027,0.65,3711.75,525.3871060101225,0.14154700774839968
689,A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,304.25,8.20303024171486,1.0,0,0,3651,early_career,short_term,medium_high_amount,0,0.1973524472108688,0,3651,324.24020314509704,1,0.1516711477024805,0,0.2697429377666902,0.0335993576382708,,,,low_risk,medium_high_exposure,0,0,0,0.1973524472108688,0.45,3651.0,324.2402031450969,0.08880860124489097,0.2269553142924991,0.5,3651.0,414.3069262409571,0.11347765714624955,0.25655818137412945,0.55,3760.53,530.6371057915703,0.1411069997557712,0.3058962931768467,0.65,3833.55,762.2346775602655,0.19883259056495037
354,A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,72.7,6.590301048196686,0.8333333333333334,0,0,2908,mid_career,short_term,low_amount,0,0.2091426102597789,0,727,68.42100494648669,1,0.2042261585412255,0,0.3938148093738835,0.0146375077085675,,,,moderate_risk,low_exposure,0,0,0,0.2091426102597789,0.45,727.0,68.42100494648668,0.09411417461690051,0.2405140017987457,0.5,727.0,87.42683965384407,0.12025700089937286,0.27188539333771256,0.55,748.8100000000001,111.97477576186692,0.14953696633574193,0.32417104590265733,0.65,763.35,160.84637912836575,0.21071117983672724
40,A14,30,A32,A43,2333,A63,A75,4,A93,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,77.76666666666667,7.755338812846501,2.5,0,0,9332,early_career,long_term,medium_high_amount,0,0.2583403312456491,0,2333,271.2185967582447,1,0.1927626866591626,0,0.3627392412953192,0.022786132023006,,,,moderate_risk,medium_high_exposure,0,0,0,0.2583403312456491,0.45,2333.0,271.2185967582447,0.11625314906054209,0.29709138093249643,0.5,2333.0,346.5570958577571,0.14854569046624821,0.3358424306193438,0.55,2402.9900000000002,443.86430129468744,0.18471333684063912,0.4004275134307561,0.65,2449.65,637.5897178791737,0.2602778837299915
872,A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,57.583333333333336,7.232010331664759,2.0,0,0,5528,early_career,medium_term,medium_low_amount,0,0.2101849479184631,0,1382,130.7140191104922,1,0.1438091799487975,0,0.2646058434800915,0.0230125164175036,,,,moderate_risk,medium_low_exposure,0,0,0,0.2101849479184631,0.45,1382.0,130.7140191104922,0.09458322656330838,0.24171269010623253,0.5,1382.0,167.0234688634067,0.12085634505311628,0.273240432294002,0.55,1423.46,213.9207541642711,0.15028223776170113,0.3257866692736178,0.65,1451.1000000000001,307.2868732589155,0.2117613350278516
126,A11,12,A32,A43,701,A61,A73,4,A94,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,58.416666666666664,6.553933404025811,1.0,0,0,2804,mid_career,short_term,low_amount,0,0.4639823628063041,0,701,146.36323634724866,1,0.0811418448251073,0,0.1540514105269462,0.0082322791232684,,,,elevated_risk,low_exposure,0,0,0,0.4639823628063041,0.45,701.0,146.36323634724863,0.20879206326283684,0.5535797172272497,0.5,701.0,194.02969088815104,0.2767898586136249,0.6531770716481954,0.55,722.03,259.3873925731806,0.35924738940650747,0.7991726623497714,0.65,736.0500000000001,382.35017477965704,0.5194622305273514
328,A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,124.25,8.406038142050075,3.0,1,1,17892,early_career,long_term,high_amount,0,0.7552352495752445,1,4473,1520.1752721075309,0,0.1179991697800327,0,0.2352512472514764,0.0007470923085891,,,,high_risk,high_exposure,1,0,0,0.7552352495752445,0.45,4473.0,1520.1752721075309,0.33985586230886,0.8985205370115311,0.5,4473.0,2009.5411810262895,0.44926026850576556,1.0,0.55,4607.1900000000005,2533.9545000000003,0.55,1.0,0.65,4696.650000000001,3052.8225000000007,0.65
543,A13,18,A32,A42,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,159.11111111111111,7.96032362914884,1.5,0,0,5728,early_career,medium_term,medium_high_amount,1,0.4034316996369966,0,2864,519.9427744921613,1,0.1294761319689843,0,0.2267457638397357,0.0322065000982328,,,,elevated_risk,medium_high_exposure,0,0,0,0.4034316996369966,0.45,2864.0,519.9427744921612,0.18154426483664848,0.4839464545825461,0.5,2864.0,693.011322962206,0.24197322729127305,0.5744612095280957,0.55,2949.92,932.0380361661161,0.31595366524045265,0.7053191344373447,0.65,3007.2000000000003,1378.6732057019892,0.4584574373842741
773,A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,92.625,7.707062655370473,2.0,0,0,8892,senior,medium_term,medium_low_amount,0,0.2823100457258016,0,2223,282.4088542418056,1,0.1782904648472921,0,0.3398666211386669,0.0167143085559173,,,,moderate_risk,medium_low_exposure,0,0,0,0.2823100457258016,0.45,2223.0,282.4088542418056,0.12703952057661072,0.3246565525846718,0.5,2223.0,360.8557581978627,0.1623282762923359,0.3670030594435421,0.55,2289.69,462.1777793475062,0.20185168269394818,0.43758057087499247,0.65,2334.15,663.8961481801114,0.2844273710687451
526,A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,102.13333333333334,7.334981878871814,1.25,0,0,6128,early_career,medium_term,medium_low_amount,0,0.2877949746746199,0,1532,198.40585554068295,1,0.1068364096120873,0,0.2095694884330932,0.0041033307910814,,,,moderate_risk,medium_low_exposure,0,0,0,0.2877949746746199,0.45,1532.0,198.40585554068295,0.12950773860357895,0.33096422087581284,0.5,1532.0,253.51859319087265,0.16548211043790642,0.3741334670770059,0.55,1577.96,324.70220513985777,0.20577340689235327,0.44608221074566085,0.65,1608.6000000000001,466.4190987335556,0.28995343698467957
820,A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,91.75,7.004881989712859,1.0,0,0,3303,early_career,short_term,low_amount,0,0.2660499922837893,0,1101,131.81446867700345,1,0.067598872618474,0,0.1293462702522239,0.0058514749847242,,,,moderate_risk,low_exposure,0,0,0,0.2660499922837893,0.45,1101.0,131.81446867700342,0.1197224965277052,0.3059574911263577,0.5,1101.0,168.4295988650599,0.15297874556317884,0.34586498996892606,0.55,1134.03,215.7217010159537,0.19022574448290935,0.4123774880398734,0.65,1156.05,309.87384678152216,0.2680453672259177
265,A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,53.46666666666667,6.688354713946762,1.25,0,0,3208,mid_career,medium_term,low_amount,1,0.5502228130797874,0,802,198.5754132404953,1,0.0788835621949171,0,0.1339908449362857,0.0237762794535486,,,,elevated_risk,low_exposure,0,0,0,0.5502228130797874,0.45,802.0,198.57541324049527,0.2476002658859043,0.6527562350417555,0.5,802.0,261.755250251744,0.32637811752087775,0.7652896570037236,0.55,826.0600000000001,347.69634573547285,0.42090931135204807,0.9328453602736704,0.65,842.1,510.60690062619767,0.6063494841778858
533,A14,24,A32,A43,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,54.625,7.179307969504034,2.0,0,0,5244,early_career,medium_term,low_amount,0,0.2201810046260479,0,1311,129.89578367913697,1,0.1052769528989088,0,0.2012078461920247,0.0093460596057928,,,,moderate_risk,low_exposure,0,0,0,0.2201810046260479,0.45,1311.0,129.89578367913697,0.09908145208172156,0.25320815531995505,0.5,1311.0,165.97794581223053,0.12660407765997753,0.28623530601386227,0.55,1350.33,212.58166642333424,0.15742941830762425,0.34128055717037425,0.65,1376.55,305.36333813237115,0.22183236216074328
113,A14,36,A34,A40,7855,A61,A73,4,A92,A101,2,A121,25,A142,A152,2,A173,1,A192,A201,218.19444444444449,8.969032850034301,3.0,1,1,31420,young,long_term,high_amount,1,0.7435099174267287,1,7855,2628.121680624129,0,0.2452785813281824,0,0.4752927663573356,0.0152643962990292,,,,high_risk,high_exposure,1,1,0,0.7435099174267287,0.45,7855.0,2628.121680624129,0.3345794628420279,0.8850364050407379,0.5,7855.0,3475.980480797498,0.44251820252036894,1.0,0.55,8090.650000000001,4449.857500000001,0.55,1.0,0.65,8247.75,5361.0375,0.65
437,A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,53.625,7.160845906664299,2.0,0,0,5148,mid_career,medium_term,low_amount,0,0.1081565125391545,0,1287,62.63884423705133,1,0.1479133306775091,0,0.280968183496745,0.0148584778582732,,,,low_risk,low_exposure,0,0,0,0.1081565125391545,0.45,1287.0,62.63884423705132,0.04867043064261952,0.12437998942002766,0.5,1287.0,80.0385231917878,0.06218999471001383,0.14060346630090084,0.55,1325.6100000000001,102.51194852972546,0.07733190646549547,0.16764259443568946,0.65,1351.3500000000001,147.25348299393482,0.10896768638319815
581,A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,260.3333333333333,8.047189562170502,1.0,0,0,3124,mid_career,short_term,medium_high_amount,0,0.3753322435158805,0,3124,527.6420679346248,1,0.2091588147710477,0,0.3936123956896336,0.0247052338524618,,,,moderate_risk,medium_high_exposure,0,0,0,0.3753322435158805,0.45,3124.0,527.6420679346248,0.16889950958214622,0.43163208004326253,0.5,3124.0,674.2093090275761,0.21581604002163127,0.48793191657064466,0.55,3217.7200000000003,863.5155576232322,0.26836255411385457,0.5817649774496149,0.65,3280.2000000000003,1240.3985613696475,0.3781472353422497
918,A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,98.29166666666669,7.766416898019656,2.0,0,0,2359,early_career,medium_term,medium_high_amount,1,0.7113273035950859,0,2359,755.1094991313633,1,0.1733506105715593,0,0.3129700840560028,0.0337311370871158,,,,high_risk,medium_high_exposure,0,0,0,0.7113273035950859,0.45,2359.0,755.1094991313633,0.32009728661778863,0.8380263991343487,0.5,2359.0,988.4521377789644,0.41901319956717437,0.9747254946736117,0.55,2429.77,1302.597320856206,0.5360990220704864,1.0,0.65,2476.9500000000003,1610.0175000000002,0.65
168,A14,24,A32,A42,3972,A61,A74,2,A92,A101,4,A122,25,A143,A151,1,A173,1,A192,A201,165.5,8.287276755814599,2.0,0,0,7944,young,medium_term,medium_high_amount,0,0.2566623004026767,0,3972,458.7581957397444,1,0.1238041578319115,0,0.2376494535750783,0.0099588620887446,,,,moderate_risk,medium_high_exposure,0,0,0,0.2566623004026767,0.45,3972.0,458.7581957397443,0.1154980351812045,0.29516164546307816,0.5,3972.0,586.1910278896733,0.14758082273153908,0.3336609905234797,0.55,4091.1600000000003,750.7832738945217,0.18351354478791385,0.39782656562414886,0.65,4170.6,1078.4640584848491,0.2585872676556968
401,A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,104.83333333333331,7.543273346705446,1.5,0,0,7548,early_career,medium_term,medium_low_amount,0,0.3810289073333347,0,1887,323.5506966621012,1,0.1851460471718535,0,0.342612193739236,0.027679900604471,,,,moderate_risk,medium_low_exposure,0,0,0,0.3810289073333347,0.45,1887.0,323.5506966621012,0.17146300830000064,0.43818324343333487,0.5,1887.0,413.4258901793514,0.21909162171666743,0.4953375795333352,0.55,1943.6100000000001,529.5086901262322,0.2724356687433344,0.5905948063666688,0.65,1981.3500000000001,760.6137627364895,0.38388662413833474
339,A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,152.1,7.327780538421632,0.8333333333333334,0,0,6084,early_career,short_term,medium_low_amount,0,0.6680202394063233,0,1521,457.226452861658,1,0.0912682604362902,0,0.1772504072932325,0.005286113579348,,,,high_risk,medium_low_exposure,0,0,0,0.6680202394063233,0.45,1521.0,457.226452861658,0.3006091077328455,0.7882232753172718,0.5,1521.0,599.4438008787852,0.3941116376586359,0.9184263112282203,0.55,1566.63,791.3588165777069,0.5051344711755212,1.0,0.65,1597.05,1038.0825,0.65
706,A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,136.66666666666666,8.788898309344878,4.0,1,1,19680,young,very_long_term,high_amount,1,0.7524403483803812,1,6560,2221.2039084188855,0,0.2094715692021543,0,0.4101469043532009,0.0087962340511077,,,,high_risk,high_exposure,1,1,0,0.7524403483803812,0.45,6560.0,2221.2039084188855,0.33859815677117155,0.8953064006374384,0.5,6560.0,2936.604994090798,0.4476532003187192,1.0,0.55,6756.8,3716.2400000000002,0.55,1.0,0.65,6888.0,4477.2,0.65
358,A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,64.66666666666667,6.655440350367647,1.0,0,0,3104,early_career,short_term,low_amount,0,0.1841223612323493,0,776,64.29552854233637,1,0.0091643256291605,0,0.0180837421615583,0.0002449090967627,,,,low_risk,low_exposure,0,0,0,0.1841223612323493,0.45,776.0,64.29552854233637,0.08285506255455719,0.21174071541720166,0.5,776.0,82.15539758187424,0.10587035770860083,0.23935906960205408,0.55,799.28,105.2232044333414,0.13164748828112977,0.2853896599101414,0.65,814.8000000000001,151.1480716816091,0.1855032789415919
909,A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,355.0,8.069655306886165,0.75,0,0,3195,early_career,short_term,medium_high_amount,0,0.1595110990860231,0,3195,229.33708271092976,1,0.1425753001990136,0,0.2557164557023019,0.0294341446957252,,,,low_risk,medium_high_exposure,0,0,0,0.1595110990860231,0.45,3195.0,229.33708271092974,0.0717799945887104,0.18343776394892655,0.5,3195.0,293.04182790841014,0.09171888197446326,0.20736442881183004,0.55,3290.85,375.32287680547597,0.11405043584650652,0.24724220358333582,0.65,3354.75,539.1332586062773,0.1607074323291683
823,A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,91.375,6.595780513961311,0.6666666666666666,0,0,2924,mid_career,short_term,low_amount,0,0.3467670775823448,0,731,114.06903017071234,1,0.076267286005351,0,0.1414997000364738,0.0110348719742282,,,,moderate_risk,low_exposure,0,0,0,0.3467670775823448,0.45,731.0,114.06903017071234,0.15604518491205518,0.3987821392196965,0.5,731.0,145.7548718847991,0.19939106960984826,0.4507972008570483,0.55,752.9300000000001,186.68030504271357,0.24793846047137655,0.5374889702526345,0.65,767.5500000000001,268.1572784263163,0.34936783066421245
173,A12,8,A32,A43,1414,A61,A73,4,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A202,176.75,7.254884810077338,0.6666666666666666,0,0,5656,early_career,short_term,medium_low_amount,0,0.0557826293241044,0,1414,35.49448703892769,1,0.1907691447521537,0,0.374393725976381,0.0071445635279264,,,,low_risk,medium_low_exposure,0,0,0,0.0557826293241044,0.45,1414.0,35.49448703892763,0.02510218319584698,0.06415002372272006,0.5,1414.0,45.35406677196308,0.03207501186136003,0.07251741812133573,0.55,1456.42,58.08869995515169,0.039884579966734654,0.08646307545236183,0.65,1484.7,83.44162328067905,0.056200999044035194
345,A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,97.26666666666668,7.286191714702382,1.25,0,0,5836,mid_career,medium_term,medium_low_amount,0,0.1078534851824135,0,1459,70.81120569651362,1,0.0929965297374749,0,0.1805757927161793,0.0054172667587705,,,,low_risk,medium_low_exposure,0,0,0,0.1078534851824135,0.45,1459.0,70.81120569651358,0.048534068332086074,0.12403150795977552,0.5,1459.0,90.48098505665624,0.062015753979887754,0.14020953073713754,0.55,1502.77,115.8864720782165,0.07711524190542565,0.16717290203274093,0.65,1531.95,166.46534272488736,0.10866238632128161
20,A14,9,A34,A40,2134,A61,A73,4,A93,A101,4,A123,48,A143,A152,3,A173,1,A192,A201,237.11111111111111,7.666221925662725,0.75,0,0,8536,mid_career,short_term,medium_low_amount,0,0.0949379512440699,0,2134,91.16891457968038,1,0.0974923663891025,0,0.1595893927507711,0.0353953400274338,,,,low_risk,medium_low_exposure,0,0,0,0.0949379512440699,0.45,2134.0,91.16891457968033,0.042722078059831456,0.10917864393068037,0.5,2134.0,116.49361307403596,0.054589321965340186,0.12341933661729088,0.55,2198.02,149.20299364934573,0.06788063513950998,0.14715382442830835,0.65,2240.7000000000003,214.32292335773187,0.09564998587840043
323,A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,147.72222222222223,7.886081401775745,1.5,0,0,10636,early_career,medium_term,medium_high_amount,0,0.3281051847697055,0,2659,392.5942588361912,1,0.0497121336031648,0,0.0953344264620168,0.0040898407443128,,,,moderate_risk,medium_high_exposure,0,0,0,0.3281051847697055,0.45,2659.0,392.59425883619116,0.1476473331463675,0.37732096248516134,0.5,2659.0,501.648219624022,0.18866048124258067,0.42653674020061716,0.55,2738.77,642.5023153775844,0.23459520711033946,0.5085630363930436,0.65,2791.9500000000003,922.9236701474128,0.33056597365547835
10,A12,12,A32,A40,1295,A61,A72,3,A92,A101,1,A123,25,A143,A151,1,A173,1,A191,A201,107.91666666666669,7.16703787691222,1.0,0,0,3885,young,short_term,low_amount,1,0.8871587786823205,0,1295,516.9917782771223,1,0.0959294261626878,0,0.1826201445394995,0.0092387077858761,,,,high_risk,low_exposure,0,0,0,0.8871587786823205,0.45,1295.0,516.9917782771223,0.39922145040704426,1.0,0.5,1295.0,647.5,0.5,1.0,0.55,1333.8500000000001,733.6175000000002,0.55,1.0,0.65,1359.75,883.8375,0.65
621,A14,18,A34,A40,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,85.0,7.333676395657684,1.5,0,0,4590,early_career,medium_term,medium_low_amount,1,0.3486021818467429,0,1530,240.01260220148257,1,0.0788974199824341,0,0.1516334620421306,0.0061613779227375,,,,moderate_risk,medium_low_exposure,0,0,0,0.3486021818467429,0.45,1530.0,240.0126022014825,0.15687098183103432,0.4008925091237543,0.5,1530.0,306.68276947967206,0.20044625456187717,0.4531828364007658,0.55,1575.9,392.7939575361818,0.2492505600204212,0.5403333818624515,0.65,1606.5,564.2296256753184,0.3512166982105935
191,A12,48,A30,A49,3844,A62,A74,4,A93,A101,4,A124,34,A143,A153,1,A172,2,A191,A201,80.08333333333333,8.254528881939745,4.0,1,0,15376,early_career,very_long_term,medium_high_amount,1,0.7495561090801915,1,3844,1296.582157486915,0,0.3564028154277561,1,0.6623932177689579,0.0504124130865543,,,,high_risk,medium_high_exposure,0,0,1,0.7495561090801915,0.45,3844.0,1296.5821574869153,0.3373002490860862,0.9019895254422202,0.5,3844.0,1733.6238678999473,0.4509947627211101,1.0,0.55,3959.32,2177.626,0.55,1.0,0.65,4036.2000000000003,2623.53,0.65
842,A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,107.94444444444444,7.572502985020384,1.5,0,0,7772,young,medium_term,medium_low_amount,1,0.585846089336254,0,1943,512.2345282111537,1,0.0770756070192074,0,0.1474383641198699,0.006712849918545,,,,elevated_risk,medium_low_exposure,0,0,0,0.585846089336254,0.45,1943.0,512.2345282111537,0.26363074020131433,0.6937230027366921,0.5,1943.0,673.9518971586964,0.34686150136834604,0.8115999161371303,0.55,2001.29,893.3357378913428,0.44637995387542173,0.9880614384711938,0.65,2040.15,1310.265803403054,0.642239935006276
769,A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,137.91666666666666,7.412160334945205,1.0,0,0,3310,senior,short_term,medium_low_amount,0,0.02950973028921,0,1655,21.977371632889213,1,0.1344268240312684,0,0.2549119705783765,0.0139416774841602,,,,low_risk,medium_low_exposure,0,0,0,0.02950973028921,0.45,1655.0,21.97737163288915,0.0132793786301445,0.0339361898325915,0.5,1655.0,28.082197086469467,0.01696809491629575,0.038362649375973,0.55,1704.65,35.96718964231381,0.021099457156785153,0.0457400819482755,0.65,1737.75,51.66513781365024,0.029731053266379075
926,A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,58.27777777777778,6.956545443151569,1.5,0,0,4196,young,medium_term,low_amount,0,0.8722276314093643,0,1049,411.7350534067904,1,0.1311739738724335,0,0.2489534020961284,0.0133945456487387,,,,high_risk,low_exposure,0,0,0,0.8722276314093643,0.45,1049.0,411.7350534067904,0.39250243413421393,1.0,0.5,1049.0,524.5,0.5,1.0,0.55,1080.47,594.2585,0.55,1.0,0.65,1101.45,715.9425000000001,0.65
202,A14,27,A33,A49,5117,A61,A74,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,189.5185185185185,8.540519016719735,2.25,0,1,15351,early_career,long_term,high_amount,0,0.2357045171946141,1,5117,542.7450065181782,0,0.1080742420001639,0,0.2083198956280748,0.007828588372253,,,,moderate_risk,high_exposure,0,0,0,0.2357045171946141,0.45,5117.0,542.7450065181782,0.10606703273757635,0.2810601947738062,0.5,5117.0,719.0925083287832,0.1405300973869031,0.3364158723529983,0.55,5270.51,975.1957706673608,0.18502872979414908,0.41534200165165186,0.65,5372.85,1450.5206778231507,0.26997230107357373
201,A11,12,A32,A40,1168,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,97.33333333333331,7.063903961472068,1.0,0,0,4672,early_career,short_term,low_amount,0,0.7473036349122228,0,1168,392.7827905098643,1,0.0645077599636085,0,0.1239700829964672,0.0050454369307497,,,,high_risk,low_exposure,0,0,0,0.7473036349122228,0.45,1168.0,392.7827905098643,0.33628663571050027,0.8793991801490563,0.5,1168.0,513.5691212070489,0.43969959007452813,1.0,0.55,1203.04,661.672,0.55,1.0,0.65,1226.4,797.1600000000001,0.65
763,A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,603.8095238095239,9.4478600892349,1.75,0,1,50720,early_career,medium_term,high_amount,1,0.4619536292198084,1,12680,2635.9074083282267,0,0.3742102337233336,1,0.6133704056642694,0.1350500617823979,,,,elevated_risk,high_exposure,0,1,0,0.4619536292198084,0.45,12680.0,2635.9074083282267,0.20787913314891376,0.5712466736027797,0.5,12680.0,3621.703910641623,0.28562333680138985,0.7105397179857511,0.55,13060.4,5103.9631130296075,0.39079684489216315,0.8960281252907031,0.65,13314.0,7754.3169990782735,0.582418281438957
426,A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,97.96428571428572,7.917171988845776,2.3333333333333335,0,0,10972,early_career,long_term,medium_high_amount,0,0.1020057438331365,0,2743,125.91078990043214,1,0.0456757765851383,0,0.0832624039156364,0.0080891492546402,,,,low_risk,medium_high_exposure,0,0,0,0.1020057438331365,0.45,2743.0,125.91078990043204,0.045902584724911426,0.11730660540810696,0.5,2743.0,160.8860093172187,0.05865330270405349,0.13260746698307746,0.55,2825.29,206.0600027159404,0.07293410684069261,0.15810890294136157,0.65,2880.15,295.99528192426567,0.10277078691188503
