,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd
720,A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,148.55555555555554,7.198931240688173,0.75,0,0,5348,early_career,short_term,low_amount,1,0.6246366072659425,0,1337,375.8126147615543,1,0.1868479589819327,0,0.3464525570101709,0.0272433609536945,,,,high_risk,low_exposure,0,0,0
525,A12,26,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,306.38461538461536,8.983063289380366,2.1666666666666665,0,1,15932,early_career,long_term,high_amount,0,0.5716507961630626,1,7966,2049.1966090057304,0,0.1004350839133428,0,0.1925359449423269,0.0083342228843586,,,,elevated_risk,high_exposure,0,1,0
673,A14,6,A34,A40,2080,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,346.6666666666667,7.640603826393634,0.5,0,0,2080,young,short_term,medium_low_amount,0,0.0869623603831742,0,2080,81.39676931865112,1,0.2055648228884052,0,0.3758260896359071,0.0353035561409034,,,,low_risk,medium_low_exposure,0,0,0
679,A14,18,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,80.72222222222223,7.282073658093465,1.5,0,0,4359,early_career,medium_term,medium_low_amount,0,0.2776799654037596,0,1453,181.56104537924827,1,0.0226678695907141,0,0.0427616749724655,0.0025740642089627,,,,moderate_risk,medium_low_exposure,0,0,0
189,A12,18,A30,A42,3244,A61,A73,1,A92,A101,4,A123,33,A141,A152,2,A173,1,A192,A201,180.22222222222223,8.08487062913819,1.5,0,0,3244,early_career,medium_term,medium_high_amount,0,0.7794414447562977,0,3244,1137.8286210552433,1,0.1647566090793196,0,0.3050174494707828,0.0244957686878565,,,,high_risk,medium_high_exposure,0,0,0
152,A13,36,A32,A43,5848,A61,A73,4,A93,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,162.44444444444446,8.674025985443025,3.0,1,1,23392,young,long_term,high_amount,0,0.8354812468042384,1,5848,2198.6524490900338,0,0.1324463561247661,0,0.2610047340013719,0.0038879782481602,,,,high_risk,high_exposure,1,1,0
590,A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,32.083333333333336,5.955837369464831,1.0,0,0,1540,senior,short_term,low_amount,0,0.2577983974462235,0,385,44.66357235755823,1,0.2556376900389581,0,0.3983358934502268,0.1129394866276894,,,,moderate_risk,low_exposure,0,0,0
601,A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,102.0,6.823286122355687,0.75,0,0,3672,early_career,short_term,low_amount,1,0.6163247782687173,0,918,254.6037659028071,1,0.0251936842430677,0,0.0464397752258668,0.0039475932602686,,,,high_risk,low_exposure,0,0,0
132,A14,15,A32,A42,2708,A61,A72,2,A93,A101,3,A122,27,A141,A152,2,A172,1,A191,A201,180.53333333333333,7.904334842085095,1.25,0,0,5416,early_career,medium_term,medium_high_amount,0,0.385965469102146,0,2708,470.3375206478752,1,0.1222414255246009,0,0.2270661771548842,0.0174166738943177,,,,moderate_risk,medium_high_exposure,0,0,0
529,A11,6,A32,A40,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,110.33333333333331,6.4967749901858625,0.5,0,0,1986,mid_career,short_term,low_amount,0,0.5129406524678531,0,662,152.80502037017345,1,0.1495244048703382,0,0.270970996413559,0.0280778133271173,,,,elevated_risk,low_exposure,0,0,0
566,A11,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,114.33333333333331,7.224753405767971,1.0,0,0,2744,mid_career,short_term,medium_low_amount,1,0.4775634187743656,0,1372,294.84765475129336,1,0.1015712789533075,0,0.1923636201614469,0.010778937745168,,,,elevated_risk,medium_low_exposure,0,0,0
888,A14,36,A34,A40,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,183.72222222222223,8.797095076549056,3.0,1,1,26456,early_career,long_term,high_amount,0,0.4879919215737888,1,6614,1452.4103561800675,0,0.153735926511185,0,0.2991395961520616,0.0083322568703083,,,,elevated_risk,high_exposure,0,0,0
789,A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,149.95,8.699348067653093,3.3333333333333335,1,1,23992,early_career,very_long_term,high_amount,1,0.9554132881478524,1,5998,2578.756006039868,0,0.2074441197097989,0,0.4091458435651141,0.0057423958544838,,,,high_risk,high_exposure,1,1,0
730,A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,266.7916666666667,8.764678074116606,2.0,0,1,6403,early_career,medium_term,high_amount,0,0.6147377955080487,1,6403,1771.274747087116,0,0.1147652115667298,0,0.2175143376987713,0.0120160854346882,,,,high_risk,high_exposure,0,0,0
19,A14,24,A32,A43,3430,A63,A75,3,A93,A101,2,A123,31,A143,A152,1,A173,2,A192,A201,142.91666666666666,8.14060704285845,2.0,0,0,10290,early_career,medium_term,medium_high_amount,0,0.1409668700211018,0,3430,217.58236387757063,1,0.1043666638952576,0,0.1848246570486189,0.0239086707418964,,,,low_risk,medium_high_exposure,0,0,0
712,A14,21,A32,A41,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,117.9047619047619,7.814803429489359,1.75,0,0,9904,mid_career,medium_term,medium_high_amount,0,0.0133246752728437,0,2476,14.846353189002487,1,0.117497274542721,0,0.2236340116040717,0.0113605374813703,,,,low_risk,medium_high_exposure,0,0,0
693,A11,6,A34,A40,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,786.0,8.458928283284262,0.5,0,1,4716,mid_career,short_term,high_amount,0,0.3803854675503859,1,4716,807.2540392354289,0,0.3099667316678542,0,0.526347664025163,0.0935857993105455,,,,moderate_risk,high_exposure,0,0,0
365,A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,128.5,7.341483852363161,1.0,0,0,3084,mid_career,short_term,medium_low_amount,0,0.0257056765376058,0,1542,17.837168949444678,1,0.0824100306858524,0,0.1533963900777519,0.0114236712939529,,,,low_risk,medium_low_exposure,0,0,0
716,A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,102.56666666666666,8.032035314398824,2.5,0,0,9231,mid_career,long_term,medium_high_amount,0,0.0268178092852642,0,3077,37.13327962684121,1,0.1598478846946397,0,0.2814222971638876,0.0382734722253917,,,,low_risk,medium_high_exposure,0,0,0
586,A11,9,A34,A40,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,311.0,7.937374696163295,0.75,0,0,5598,mid_career,short_term,medium_high_amount,0,0.2909503401814683,0,2799,366.46650097556847,1,0.1317273822596054,0,0.2435746188289528,0.0198801456902579,,,,moderate_risk,medium_high_exposure,0,0,0
341,A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,171.38095238095238,8.1886891244442,1.75,0,0,3599,early_career,medium_term,medium_high_amount,0,0.5791418902691636,0,3599,937.949248385424,1,0.1163546313517062,0,0.2189712983217769,0.0137379643816355,,,,elevated_risk,medium_high_exposure,0,0,0
630,A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,152.5,8.205491613120236,2.0,0,0,7320,early_career,medium_term,medium_high_amount,0,0.5780840201224603,0,3660,952.104381141692,1,0.0032570128494079,0,0.0015316796092622,0.0049823460895536,,,,elevated_risk,medium_high_exposure,0,0,0
16,A14,24,A34,A43,2424,A65,A75,4,A93,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,101.0,7.793586803371584,2.0,0,0,9696,senior,medium_term,medium_high_amount,0,0.0381080333371726,0,2424,41.56824276418794,1,0.0907689035598681,0,0.170763795616922,0.0107740115028142,,,,low_risk,medium_high_exposure,0,0,0
14,A11,15,A32,A40,1403,A61,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,93.53333333333332,7.247080584585756,1.25,0,0,2806,early_career,medium_term,medium_low_amount,0,0.7907417037714678,0,1403,499.23477467611616,1,0.0785374041015209,0,0.1503286185067361,0.0067461896963057,,,,high_risk,medium_low_exposure,0,0,0
615,A12,48,A30,A49,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,254.25,9.40960098282706,4.0,1,1,24408,mid_career,very_long_term,high_amount,0,0.7725447475381784,1,12204,4242.661244530168,0,0.3817903401741838,1,0.7401615720846204,0.0234191082637471,,,,high_risk,high_exposure,1,1,1
815,A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,206.44444444444449,8.913684824725294,3.0,1,1,14864,senior,long_term,high_amount,0,0.9216817606419948,1,7432,3082.4724802910873,0,0.2550147658193761,0,0.4920661677715993,0.0179633638671529,,,,high_risk,high_exposure,1,1,0
558,A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,148.0,8.175547596021026,2.0,0,0,10656,early_career,medium_term,medium_high_amount,1,0.7825282694689786,0,3552,1250.7931859192154,1,0.1255082711974266,0,0.2382161675615251,0.0128003748333281,,,,high_risk,medium_high_exposure,0,0,0
177,A11,6,A34,A43,338,A63,A75,4,A93,A101,4,A123,52,A143,A152,2,A173,1,A191,A201,56.333333333333336,5.82600010738045,0.5,0,0,1352,senior,short_term,low_amount,0,0.1642896196845222,0,338,24.988451154015827,1,0.175588872860986,0,0.3372312927805387,0.0139464529414333,,,,low_risk,low_exposure,0,0,0
243,A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,98.75,7.078341579557671,1.0,0,0,3555,early_career,short_term,low_amount,0,0.1238982880336247,0,1185,66.06876209393042,1,0.0513098330980029,0,0.0979522767538489,0.0046673894421568,,,,low_risk,low_exposure,0,0,0
976,A12,6,A32,A43,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,125.5,6.625392368007956,0.5,0,0,1506,senior,short_term,low_amount,0,0.2764700631682602,0,753,93.68188090456498,1,0.2040065125623288,0,0.3728614599620243,0.0351515651626334,,,,moderate_risk,low_exposure,0,0,0
68,A14,36,A32,A46,1819,A61,A73,4,A93,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,50.52777777777778,7.506591780070841,3.0,1,0,7276,mid_career,long_term,medium_low_amount,1,0.6230652871780434,0,1819,510.0100908195875,0,0.2328846666164135,0,0.4345761038566975,0.0311932293761296,,,,high_risk,medium_low_exposure,0,0,0
315,A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,76.27777777777777,7.918264686095274,3.0,1,0,10984,early_career,long_term,medium_high_amount,1,0.9175045153807218,1,2746,1133.760329655958,0,0.1807161621828243,0,0.345177988210762,0.0162543361548866,,,,high_risk,medium_high_exposure,0,0,0
434,A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,237.33333333333337,7.667158255319148,0.75,0,0,6408,young,short_term,medium_low_amount,0,0.5324266726441581,0,2136,511.7685177455648,1,0.0286875841611878,0,0.0526889951023679,0.0046861732200078,,,,elevated_risk,medium_low_exposure,0,0,0
469,A14,24,A33,A41,4679,A61,A74,3,A93,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,194.95833333333337,8.451053388911692,2.0,0,1,14037,early_career,medium_term,high_amount,0,0.1207839679870887,1,4679,254.31668379521463,0,0.1419967514796177,0,0.2765999601334115,0.0073935428258239,,,,low_risk,high_exposure,0,0,0
82,A14,18,A32,A49,1568,A62,A73,3,A92,A101,4,A122,24,A143,A151,1,A172,1,A191,A201,87.11111111111111,7.358193752733032,1.5,0,0,4704,young,medium_term,medium_low_amount,0,0.3555142890912399,0,1568,250.8508823827789,1,0.15702906286829,0,0.3022267370776897,0.0118313886588904,,,,moderate_risk,medium_low_exposure,0,0,0
753,A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,192.36666666666667,8.660773919893762,2.5,0,1,23084,young,long_term,high_amount,0,0.3487948868680469,1,5771,905.8028814519744,0,0.1319353190219985,0,0.2455729715406512,0.0182976665033459,,,,moderate_risk,high_exposure,0,0,0
225,A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,72.58333333333333,7.868636894184167,3.0,1,0,10452,early_career,long_term,medium_high_amount,0,0.6532774639829129,1,2613,768.156306024308,0,0.1660108914720963,0,0.3161023638381413,0.0159194191060513,,,,high_risk,medium_high_exposure,0,0,0
991,A14,15,A31,A43,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,104.6,7.358830898342354,1.25,0,0,6276,early_career,medium_term,medium_low_amount,0,0.484543758045034,0,1569,342.11212036769626,1,0.2547404340691985,0,0.4857857542708296,0.0236951138675673,,,,elevated_risk,medium_low_exposure,0,0,0
409,A13,12,A34,A40,939,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,78.25,6.84587987526405,1.0,0,0,3756,early_career,short_term,low_amount,1,0.1886505160191574,0,939,79.71427554389498,1,0.2317139114956383,0,0.4117161419839525,0.0517116810073242,,,,low_risk,low_exposure,0,0,0
279,A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,79.20833333333333,7.550661243105336,2.0,0,0,7604,early_career,medium_term,medium_low_amount,0,0.2225903124965574,0,1901,190.4148828251801,1,0.1310098336992184,0,0.2485413927349533,0.0134782746634836,,,,moderate_risk,medium_low_exposure,0,0,0
929,A11,12,A33,A40,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,112.0,7.20414929203594,1.0,0,0,5376,mid_career,short_term,low_amount,0,0.7320703068436242,0,1344,442.7561215790239,1,0.1351228996367849,0,0.2535454238100524,0.0167003754635174,,,,high_risk,low_exposure,0,0,0
645,A14,36,A33,A49,7980,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,221.66666666666663,8.984818995876008,3.0,1,1,31920,early_career,long_term,high_amount,1,0.5812020003996934,1,7980,2087.0963834352992,0,0.261034511263969,0,0.5092316307666994,0.0128373917612387,,,,elevated_risk,high_exposure,0,1,0
275,A14,9,A32,A43,2697,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,299.6666666666667,7.900266036767701,0.75,0,0,2697,early_career,short_term,medium_high_amount,0,0.0515777643291012,0,2697,62.59735367801371,1,0.04424437934494,0,0.0687772156183281,0.0197115430715519,,,,low_risk,medium_high_exposure,0,0,0
450,A14,36,A34,A41,11054,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,307.05555555555554,9.310638093291546,3.0,1,1,44216,early_career,long_term,high_amount,0,0.1373340131527665,1,11054,683.1405816258067,0,0.2510845222028424,0,0.4655627186417613,0.0366063257639233,,,,low_risk,high_exposure,0,0,0
484,A14,12,A34,A40,1163,A63,A73,4,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,96.91666666666669,7.059617628291383,1.0,0,0,4652,mid_career,short_term,low_amount,0,0.0492840167821995,0,1163,25.792790182964108,1,0.1120747353094538,0,0.2169578817477754,0.0071915888711322,,,,low_risk,low_exposure,0,0,0
869,A11,12,A32,A42,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,54.333333333333336,6.481577129276431,1.0,0,0,2608,young,short_term,low_amount,0,0.8189447385589815,0,652,240.2783862932052,1,0.1021776665761302,0,0.1924473187499791,0.0119080144022812,,,,high_risk,low_exposure,0,0,0
316,A11,12,A32,A42,708,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,59.0,6.5638555265321274,1.0,0,0,1416,mid_career,short_term,low_amount,0,0.3948787649464934,0,708,125.80837451195278,1,0.1961620780802048,0,0.3605791252324195,0.0317450309279901,,,,moderate_risk,low_exposure,0,0,0
80,A14,24,A32,A43,5943,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,247.625,8.690137586397595,2.0,0,1,5943,mid_career,medium_term,high_amount,1,0.1520899933507047,1,5943,406.7418737174571,0,0.1800772413390657,0,0.3371546330022001,0.0229998496759313,,,,low_risk,high_exposure,0,0,0
539,A13,18,A32,A42,3049,A61,A72,1,A92,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,169.38888888888889,8.022896869601457,1.5,0,0,3049,mid_career,medium_term,medium_high_amount,0,0.4945215835167193,0,3049,678.5083386641147,1,0.2486699358293818,0,0.4457374083926652,0.0516024632660983,,,,elevated_risk,medium_high_exposure,0,0,0
249,A14,18,A32,A43,433,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,24.055555555555557,6.073044534100405,1.5,0,0,1299,young,medium_term,low_amount,1,0.5868212975066908,0,433,114.3421298191787,1,0.2443851459912703,0,0.4576878444304047,0.0310824475521358,,,,elevated_risk,low_exposure,0,0,0
660,A13,12,A32,A43,1297,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,108.08333333333331,7.168579897264035,1.0,0,0,3891,young,short_term,low_amount,0,0.5655368475062191,0,1297,330.0755810470048,1,0.1055525056961543,0,0.2005795777119768,0.0105254336803318,,,,elevated_risk,low_exposure,0,0,0
252,A12,30,A32,A40,2150,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,71.66666666666667,7.67368812926773,2.5,0,0,8600,young,long_term,medium_low_amount,1,0.956396044932836,0,2150,925.3131734725188,1,0.2670494352898798,0,0.4762564772632519,0.0578423933165075,,,,high_risk,medium_low_exposure,0,0,0
34,A13,12,A32,A42,1474,A61,A72,4,A92,A101,1,A122,33,A141,A152,1,A174,1,A192,A201,122.83333333333331,7.29641326877392,1.0,0,0,5896,early_career,short_term,medium_low_amount,0,0.6882306953878901,0,1474,456.5034202507875,1,0.2128385615638688,0,0.3997068610141392,0.0259702621135984,,,,high_risk,medium_low_exposure,0,0,0
290,A14,12,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,89.66666666666667,6.981934677156389,1.0,0,0,2152,early_career,short_term,low_amount,0,0.0364739704171861,0,1076,17.660696476001554,1,0.1481420054828496,0,0.2822795768312607,0.0140044341344384,,,,low_risk,low_exposure,0,0,0
183,A14,24,A34,A42,3777,A64,A73,4,A93,A101,4,A121,50,A143,A152,1,A173,1,A192,A201,157.375,8.236950048061455,2.0,0,0,15108,mid_career,medium_term,medium_high_amount,0,0.0260990022592306,0,3777,44.35916918990131,1,0.1104409105990672,0,0.2062432068492907,0.0146386143488438,,,,low_risk,medium_high_exposure,0,0,0
515,A11,6,A34,A40,609,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,101.5,6.413458957167357,0.5,0,0,2436,mid_career,short_term,low_amount,0,0.1030056937188677,0,609,28.2287103636557,1,0.1881677288337161,0,0.3565726677434701,0.0197627899239623,,,,low_risk,low_exposure,0,0,0
88,A11,18,A32,A40,2249,A62,A74,4,A93,A101,3,A123,30,A143,A152,1,A174,2,A192,A201,124.94444444444444,7.718685495198466,1.5,0,0,8996,early_career,medium_term,medium_low_amount,0,0.5948468834576739,0,2249,602.0147884033389,1,0.1655150657951171,0,0.3026901451069498,0.0283399864832843,,,,elevated_risk,medium_low_exposure,0,0,0
863,A14,27,A34,A42,4526,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,167.62962962962962,8.417814747435958,2.25,0,1,18104,early_career,long_term,high_amount,0,0.1895125985599614,1,4526,385.9803094870734,0,0.3402228709754246,0,0.6266233254036836,0.0538224165471655,,,,low_risk,high_exposure,0,0,0
403,A14,14,A33,A40,802,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,57.285714285714285,6.688354713946762,1.1666666666666667,0,0,3208,early_career,medium_term,low_amount,0,0.4395319426219724,0,802,158.62707809226984,1,0.1037588255443458,0,0.1984482028913644,0.0090694481973273,,,,elevated_risk,low_exposure,0,0,0
143,A11,18,A32,A42,2462,A61,A73,2,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,136.77777777777777,7.809135398120538,1.5,0,0,4924,young,medium_term,medium_high_amount,1,0.5356213881694738,0,2462,593.41493595296,1,0.0067961444779385,0,0.0087444754464511,0.0048478135094259,,,,elevated_risk,medium_high_exposure,0,0,0
248,A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,80.20833333333333,7.563200592358071,2.0,0,0,3850,early_career,medium_term,medium_low_amount,0,0.4573166309272783,0,1925,396.1505315407549,1,0.039128991696038,0,0.0729139043618455,0.0053440790302304,,,,elevated_risk,medium_low_exposure,0,0,0
905,A11,12,A32,A43,1107,A61,A73,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,92.25,7.010311867307229,1.0,0,0,2214,young,short_term,low_amount,0,0.5392604894910012,0,1107,268.6326128399423,1,0.213484014986107,0,0.368394079794044,0.05857395017817,,,,elevated_risk,low_exposure,0,0,0
839,A14,24,A34,A43,2611,A61,A75,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,108.79166666666669,7.867871490396322,2.0,0,0,10444,mid_career,medium_term,medium_high_amount,0,0.1439673188862074,0,2611,169.15440132534945,1,0.1869245636417069,0,0.3596188806122112,0.0142302466712026,,,,low_risk,medium_high_exposure,0,0,0
575,A14,15,A34,A42,2788,A61,A74,2,A92,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,185.86666666666667,7.933438387627489,1.25,0,0,5576,young,medium_term,medium_high_amount,0,0.287175407758067,0,2788,360.29026657327097,1,0.2502740327814188,0,0.476748290376339,0.0237997751864986,,,,moderate_risk,medium_high_exposure,0,0,0
32,A12,18,A32,A40,5866,A62,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,325.8888888888889,8.67709870892586,1.5,0,1,11732,early_career,medium_term,high_amount,0,0.6236331165873531,1,5866,1646.204337855636,0,0.1017009027240355,0,0.1925075751066157,0.0108942303414553,,,,high_risk,high_exposure,0,0,0
71,A14,7,A34,A43,730,A65,A75,4,A93,A101,2,A122,46,A143,A151,2,A172,1,A192,A201,104.28571428571428,6.594413459749778,0.5833333333333334,0,0,2920,mid_career,short_term,low_amount,0,0.0253563809853249,0,730,8.329571153679257,1,0.210611282446314,0,0.4003899237953472,0.0208326410972808,,,,low_risk,low_exposure,0,0,0
861,A14,18,A33,A49,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,120.5,7.682482446534506,1.5,0,0,8676,early_career,medium_term,medium_low_amount,1,0.2774658105591681,0,2169,270.8205043962761,1,0.0994177808384354,0,0.190950927015621,0.0078846346612499,,,,moderate_risk,medium_low_exposure,0,0,0
708,A12,9,A32,A43,1206,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,134.0,7.095893221097532,0.75,0,0,4824,young,short_term,low_amount,0,0.5444517728613902,0,1206,295.4739771318765,1,0.0390663597522295,0,0.0720858369378324,0.0060468825666266,,,,elevated_risk,low_exposure,0,0,0
222,A14,12,A32,A43,707,A61,A73,4,A93,A101,2,A121,30,A141,A152,2,A173,1,A191,A201,58.916666666666664,6.56244409369372,1.0,0,0,2828,early_career,short_term,low_amount,0,0.3171294504663247,0,707,100.8947346658612,1,0.0604417501410797,0,0.1196103342072439,0.0012731660749154,,,,moderate_risk,low_exposure,0,0,0
798,A14,24,A33,A40,717,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,29.875,6.576469569048224,2.0,0,0,2868,senior,medium_term,low_amount,0,0.3391831682095939,0,717,109.43744922282548,1,0.2337782072489059,0,0.4387355445397243,0.0288208699580875,,,,moderate_risk,low_exposure,0,0,0
93,A13,24,A34,A42,3617,A65,A75,4,A93,A102,4,A124,20,A143,A151,2,A173,1,A191,A201,150.70833333333334,8.193676665955241,2.0,0,0,14468,young,medium_term,medium_high_amount,0,0.6117787469207688,0,3617,995.7616774255894,1,0.3196689833668036,0,0.5714763713386626,0.0678615953949446,,,,high_risk,medium_high_exposure,0,0,0
49,A14,12,A32,A43,2073,A62,A73,4,A92,A102,2,A121,28,A143,A152,1,A173,1,A191,A201,172.75,7.637234388789473,1.0,0,0,8292,early_career,short_term,medium_low_amount,0,0.1942300634422193,0,2073,181.1875146820743,1,0.1426407863332247,0,0.2822353850998316,0.0030461875666178,,,,low_risk,medium_low_exposure,0,0,0
90,A14,12,A34,A43,618,A61,A75,4,A93,A101,4,A121,56,A143,A152,1,A173,1,A191,A201,51.5,6.428105272684596,1.0,0,0,2472,senior,short_term,low_amount,0,0.0588950670659349,0,618,16.378718151036512,1,0.0739901388540748,0,0.1376782332919258,0.0103020444162238,,,,low_risk,low_exposure,0,0,0
690,A11,15,A34,A42,975,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,65.0,6.883462586413092,1.25,0,0,1950,young,medium_term,low_amount,0,0.77781353261268,0,975,341.26568743381335,1,0.1270552300396859,0,0.2372779866263117,0.0168324734530601,,,,high_risk,low_exposure,0,0,0
995,A14,12,A32,A42,1736,A61,A74,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,144.66666666666666,7.459914766241105,1.0,0,0,5208,early_career,short_term,medium_low_amount,0,0.1174003101511643,0,1736,91.7131222900896,1,0.0622152607432148,0,0.1164981406596836,0.007932380826746,,,,low_risk,medium_low_exposure,0,0,0
922,A11,9,A32,A43,1366,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,151.77777777777777,7.220373836723949,0.75,0,0,4098,young,short_term,medium_low_amount,1,0.6666665517778524,0,1366,409.79992937784584,1,0.0915325032696529,0,0.1748184113738675,0.0082465951654383,,,,high_risk,medium_low_exposure,0,0,0
892,A11,12,A34,A40,2171,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,180.91666666666663,7.683403681053826,1.0,0,0,8684,mid_career,short_term,medium_low_amount,0,0.2785190685725034,0,2171,272.0992040419072,1,0.2251772539244011,0,0.4175289711191194,0.0328255367296828,,,,moderate_risk,medium_low_exposure,0,0,0
266,A14,36,A34,A49,6304,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,175.11111111111111,8.74909824839902,3.0,1,1,25216,mid_career,long_term,high_amount,0,0.129221580822671,1,6304,366.5757804777531,0,0.1889194502699671,0,0.3707513791265798,0.0070875214133544,,,,low_risk,high_exposure,0,0,0
