,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,local_log_odds,local_pd,top_positive_contributors,top_negative_contributors,risk_cluster,expected_loss_proxy,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,risk_narrative
729,A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,53.125,7.151485463904735,2.0,0,0,2550,mid_career,medium_term,low_amount,0,0.17303887955665767,-1.5642413745837027,0.17303887955665767,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463); credit_amount (0.154),credit_history_A34 (-0.877); savings_account_A64 (-0.622); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358),0,99.28105714563236,0.2557169565381631,0,0.470152979538234,0.0412809335380922,"The borrower is assigned low estimated credit risk, with a predicted PD of 17.30%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463); credit_amount (0.154). The strongest downward model signals are: credit_history_A34 (-0.877); savings_account_A64 (-0.622); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358). The borrower belongs to risk cluster 0."
933,A14,12,A34,A43,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,43.5,6.259581464064923,1.0,0,0,2088,mid_career,short_term,low_amount,0,0.03391203595069357,-3.3494848959923025,0.03391203595069356,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); people_liable (0.308); credit_amount (0.215); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),0,7.96593724481792,0.1545836807238251,0,0.2817424167155372,0.027424944732113,"The borrower is assigned low estimated credit risk, with a predicted PD of 3.39%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); people_liable (0.308); credit_amount (0.215); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 0."
831,A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,67.55555555555556,7.104144092987527,1.5,0,0,4864,young,medium_term,low_amount,1,0.9504672332310089,2.954319282634045,0.9504672332310089,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488),other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.233); age_years (-0.201); telephone_A192 (-0.182); credit_amount_log (-0.178),0,520.0956700240081,0.1067073183420946,0,0.2030007151140977,0.0104139215700915,"The borrower is assigned high estimated credit risk, with a predicted PD of 95.05%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488). The strongest downward model signals are: other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.233); age_years (-0.201); telephone_A192 (-0.182); credit_amount_log (-0.178). The borrower belongs to risk cluster 0."
739,A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,142.66666666666666,8.361941906144946,2.5,0,1,17120,early_career,long_term,high_amount,1,0.9134324192545482,2.356284003872994,0.9134324192545482,credit_history_A30 (0.693); foreign_worker_A201 (0.651); housing_A151 (0.488); installment_burden_proxy (0.309); duration_years (0.272),other_installment_plans_A143 (-0.428); age_years (-0.152); high_credit_amount_flag (-0.091); purpose_A49 (-0.090); credit_amount (-0.088),1,1759.2708394842598,0.279561294130435,0,0.52800117928819,0.03112140897268,"The borrower is assigned high estimated credit risk, with a predicted PD of 91.34%. The strongest upward model signals are: credit_history_A30 (0.693); foreign_worker_A201 (0.651); housing_A151 (0.488); installment_burden_proxy (0.309); duration_years (0.272). The strongest downward model signals are: other_installment_plans_A143 (-0.428); age_years (-0.152); high_credit_amount_flag (-0.091); purpose_A49 (-0.090); credit_amount (-0.088). The borrower belongs to risk cluster 1."
277,A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,105.16666666666669,7.141245122350491,1.0,0,0,2524,mid_career,short_term,low_amount,0,0.42385581207881257,-0.3069646240769675,0.42385581207881257,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); personal_status_sex_A91 (0.526); age_years (0.223),other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); duration_years (-0.258); duration_months (-0.258),0,240.70771567955765,0.1704151726852588,0,0.3187196289028991,0.0221107164676185,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 42.39%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); personal_status_sex_A91 (0.526); age_years (0.223). The strongest downward model signals are: other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); duration_years (-0.258); duration_months (-0.258). The borrower belongs to risk cluster 0."
435,A12,12,A32,A43,1484,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,123.66666666666669,7.3031700512368,1.0,0,0,2968,young,short_term,medium_low_amount,1,0.10714985640882926,-2.1201903726427505,0.1071498564088293,foreign_worker_A201 (0.651); age_bucket_young (0.459); checking_account_status_A12 (0.237); credit_amount (0.137); job_A173 (0.130),other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); duration_years (-0.258); duration_months (-0.258),0,71.55467410981618,0.145244355693744,0,0.2746467380341333,0.0158419733533548,"The borrower is assigned low estimated credit risk, with a predicted PD of 10.71%. The strongest upward model signals are: foreign_worker_A201 (0.651); age_bucket_young (0.459); checking_account_status_A12 (0.237); credit_amount (0.137); job_A173 (0.130). The strongest downward model signals are: other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); duration_years (-0.258); duration_months (-0.258). The borrower belongs to risk cluster 0."
6,A14,24,A32,A42,2835,A63,A75,3,A93,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,118.125,7.950149887652018,2.0,0,0,8505,senior,medium_term,medium_high_amount,0,0.1595166040376064,-1.6618291803449337,0.15951660403760634,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.288); purpose_A42 (0.201); savings_account_A63 (0.170),checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200),0,203.50330760097637,0.0930354806312682,0,0.1742231590698434,0.0118478021926931,"The borrower is assigned low estimated credit risk, with a predicted PD of 15.95%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.288); purpose_A42 (0.201); savings_account_A63 (0.170). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200). The borrower belongs to risk cluster 0."
276,A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,133.55555555555554,7.785305182539862,1.5,0,0,4808,early_career,medium_term,medium_high_amount,0,0.07471377836393019,-2.516438593998537,0.07471377836393021,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); telephone_A191 (0.166); job_A173 (0.130),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251),0,80.82536543409968,0.0195237905932073,0,0.0346058679070281,0.0044417132793865,"The borrower is assigned low estimated credit risk, with a predicted PD of 7.47%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); telephone_A191 (0.166); job_A173 (0.130). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
330,A11,24,A34,A41,6615,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,275.625,8.797246236703527,2.0,0,1,13230,senior,medium_term,high_amount,0,0.5054377388107555,0.021751812842641494,0.5054377388107555,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); age_years (0.647); property_A124 (0.624); savings_account_A61 (0.577),purpose_A41 (-0.919); credit_history_A34 (-0.877); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),1,1504.5617890049164,0.2870135232314904,0,0.5204436387241079,0.0535834077388729,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 50.54%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); age_years (0.647); property_A124 (0.624); savings_account_A61 (0.577). The strongest downward model signals are: purpose_A41 (-0.919); credit_history_A34 (-0.877); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1."
1,A12,48,A32,A43,5951,A61,A73,2,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,123.97916666666669,8.691482576512929,4.0,1,1,11902,young,very_long_term,high_amount,1,0.7411665765733247,1.0520406977312184,0.7411665765733247,duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459),duration_bucket_very_long_term (-0.610); other_installment_plans_A143 (-0.428); property_A121 (-0.358); purpose_A43 (-0.251); credit_amount (-0.223),1,1984.807033734535,0.1510709111917634,0,0.2887393248021145,0.0134024975814123,"The borrower is assigned high estimated credit risk, with a predicted PD of 74.12%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459). The strongest downward model signals are: duration_bucket_very_long_term (-0.610); other_installment_plans_A143 (-0.428); property_A121 (-0.358); purpose_A43 (-0.251); credit_amount (-0.223). The borrower belongs to risk cluster 1."
166,A11,18,A32,A42,1131,A61,A71,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,62.833333333333336,7.0317412587631285,1.5,0,0,4524,early_career,medium_term,low_amount,1,0.9108069404730916,2.323527725790523,0.9108069404730917,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463),other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.245); credit_amount_log (-0.198); installment_burden_proxy (-0.151); property_A123 (-0.083),0,463.55519235378,0.0372480705686551,0,0.0703744422802093,0.0041216988571009,"The borrower is assigned high estimated credit risk, with a predicted PD of 91.08%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463). The strongest downward model signals are: other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.245); credit_amount_log (-0.198); installment_burden_proxy (-0.151); property_A123 (-0.083). The borrower belongs to risk cluster 0."
796,A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,417.27777777777777,8.9242570208881,1.5,0,1,7511,senior,medium_term,high_amount,1,0.1569505611337992,-1.6810947441032864,0.15695056113379924,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); credit_amount_per_month (0.626); duration_bucket_medium_term (0.463); people_liable (0.308),purpose_A41 (-0.919); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409),1,530.4850491041846,0.2680455525829531,0,0.49212170224496,0.0439694029209462,"The borrower is assigned low estimated credit risk, with a predicted PD of 15.70%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); credit_amount_per_month (0.626); duration_bucket_medium_term (0.463); people_liable (0.308). The strongest downward model signals are: purpose_A41 (-0.919); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409). The borrower belongs to risk cluster 1."
473,A14,6,A32,A48,1238,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,206.33333333333337,7.122059881629142,0.5,0,0,4952,mid_career,short_term,low_amount,0,0.05264670587149873,-2.890068420196195,0.05264670587149876,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); people_liable (0.308); employment_since_A71 (0.265); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428),0,29.329479841011945,0.2182354551872838,0,0.4047604838966557,0.031710426477912,"The borrower is assigned low estimated credit risk, with a predicted PD of 5.26%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); people_liable (0.308); employment_since_A71 (0.265); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0."
138,A12,15,A34,A43,2728,A65,A74,4,A93,A103,2,A121,35,A141,A152,3,A173,1,A192,A201,181.86666666666667,7.911690520708339,1.25,0,0,10912,early_career,medium_term,medium_high_amount,0,0.0761999454295059,-2.495134910524138,0.0761999454295059,foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); existing_credits (0.274); checking_account_status_A12 (0.237),credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430),0,93.54305300926144,0.3015655321962034,0,0.539348517482865,0.0637825469095417,"The borrower is assigned low estimated credit risk, with a predicted PD of 7.62%. The strongest upward model signals are: foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); existing_credits (0.274); checking_account_status_A12 (0.237). The strongest downward model signals are: credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430). The borrower belongs to risk cluster 0."
199,A12,18,A33,A42,4297,A61,A75,4,A91,A101,3,A124,40,A143,A152,1,A174,1,A192,A201,238.72222222222223,8.365905077202456,1.5,0,1,17188,mid_career,medium_term,high_amount,1,0.8645923595837863,1.8539683478906186,0.8645923595837863,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463),other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); telephone_A192 (-0.182); credit_history_A33 (-0.094); high_credit_amount_flag (-0.091),1,1671.8190161091886,0.2401755386107114,0,0.4573199604109355,0.0230311168104873,"The borrower is assigned high estimated credit risk, with a predicted PD of 86.46%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_bucket_medium_term (0.463). The strongest downward model signals are: other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); telephone_A192 (-0.182); credit_history_A33 (-0.094); high_credit_amount_flag (-0.091). The borrower belongs to risk cluster 1."
840,A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,143.86111111111111,8.55256033525353,3.0,1,1,20716,early_career,long_term,high_amount,1,0.8432990152166788,1.6829821649504155,0.8432990152166788,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448),employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); credit_amount (-0.160),1,1965.350519913231,0.0916858535521883,0,0.1822806327239791,0.0010910743803975,"The borrower is assigned high estimated credit risk, with a predicted PD of 84.33%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448). The strongest downward model signals are: employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); credit_amount (-0.160). The borrower belongs to risk cluster 1."
936,A13,9,A32,A43,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,82.77777777777777,6.61472560020376,0.75,0,0,2235,early_career,short_term,low_amount,1,0.33482011089982944,-0.6864641087898891,0.3348201108998293,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount (0.197); job_A172 (0.166),other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.346); duration_months (-0.346); credit_amount_log (-0.309),0,112.24844217916782,0.0742300935851554,0,0.1458862977078958,0.0025738894624149,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 33.48%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount (0.197); job_A172 (0.166). The strongest downward model signals are: other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.346); duration_months (-0.346); credit_amount_log (-0.309). The borrower belongs to risk cluster 0."
853,A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,80.11111111111111,7.274479558773871,1.5,0,0,5768,early_career,medium_term,medium_low_amount,1,0.829622978747636,1.582957601622033,0.8296229787476359,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463),employment_since_A74 (-0.557); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.202),0,538.342350909341,0.2207647293341685,0,0.4162466839738917,0.0252827746944452,"The borrower is assigned high estimated credit risk, with a predicted PD of 82.96%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463). The strongest downward model signals are: employment_since_A74 (-0.557); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.202). The borrower belongs to risk cluster 0."
43,A11,30,A34,A41,6187,A62,A74,1,A94,A101,4,A123,24,A143,A151,2,A173,1,A191,A201,206.23333333333332,8.730367211692958,2.5,0,1,6187,young,long_term,high_amount,0,0.3306137829677529,-0.7054103232473123,0.33061378296775285,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459); duration_years (0.272),purpose_A41 (-0.919); credit_history_A34 (-0.877); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329),1,920.4783638496692,0.2694246006942293,0,0.5102092887407748,0.0286399126476838,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 33.06%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); housing_A151 (0.488); age_bucket_young (0.459); duration_years (0.272). The strongest downward model signals are: purpose_A41 (-0.919); credit_history_A34 (-0.877); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329). The borrower belongs to risk cluster 1."
431,A12,24,A32,A410,11328,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,472.0,9.335121088873487,2.0,0,1,22656,early_career,medium_term,high_amount,1,0.8706716517383899,1.9069104214485848,0.8706716517383899,credit_amount_per_month (0.760); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); installment_burden_proxy (0.510),credit_amount (-0.656); purpose_A410 (-0.527); personal_status_sex_A93 (-0.467); telephone_A192 (-0.182); installment_rate_pct_income (-0.159),1,4438.335811901617,0.3354304995547118,0,0.6247327351520985,0.0461282639573251,"The borrower is assigned high estimated credit risk, with a predicted PD of 87.07%. The strongest upward model signals are: credit_amount_per_month (0.760); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); installment_burden_proxy (0.510). The strongest downward model signals are: credit_amount (-0.656); purpose_A410 (-0.527); personal_status_sex_A93 (-0.467); telephone_A192 (-0.182); installment_rate_pct_income (-0.159). The borrower belongs to risk cluster 1."
647,A14,12,A32,A40,1386,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,115.5,7.234898420314831,1.0,0,0,2772,early_career,short_term,medium_low_amount,1,0.13012204414617556,-1.8998801099987503,0.13012204414617556,foreign_worker_A201 (0.651); purpose_A40 (0.443); savings_account_A63 (0.170); telephone_A191 (0.166); credit_amount (0.145),checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); installment_burden_proxy (-0.215),0,81.1571189339697,0.0952439503353031,0,0.1817710618488444,0.0087168388217618,"The borrower is assigned low estimated credit risk, with a predicted PD of 13.01%. The strongest upward model signals are: foreign_worker_A201 (0.651); purpose_A40 (0.443); savings_account_A63 (0.170); telephone_A191 (0.166); credit_amount (0.145). The strongest downward model signals are: checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); installment_burden_proxy (-0.215). The borrower belongs to risk cluster 0."
383,A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,110.83333333333331,7.193685818395112,1.0,0,0,5320,early_career,short_term,low_amount,0,0.6317686267124658,0.5398117577835244,0.6317686267124659,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); employment_since_A72 (0.341),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258); duration_months (-0.258),0,378.1135230874108,0.0761790996469506,0,0.1523581992939013,0.0,"The borrower is assigned high estimated credit risk, with a predicted PD of 63.18%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); employment_since_A72 (0.341). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258); duration_months (-0.258). The borrower belongs to risk cluster 0."
803,A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,81.33333333333333,6.884486652042782,1.0,0,0,3904,early_career,short_term,low_amount,0,0.04207634748651725,-3.125282314745337,0.042076347486517285,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); installment_rate_pct_income (0.179); credit_amount (0.178); telephone_A191 (0.166),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409),0,18.479931816078377,0.0669584958441116,0,0.1271447095222013,0.0067722821660219,"The borrower is assigned low estimated credit risk, with a predicted PD of 4.21%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); installment_rate_pct_income (0.179); credit_amount (0.178); telephone_A191 (0.166). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409). The borrower belongs to risk cluster 0."
817,A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,259.0,7.349230824613334,0.5,0,0,1554,young,short_term,medium_low_amount,0,0.0463141951988907,-3.0248857662588415,0.046314195198890684,foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); credit_amount_per_month (0.237),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); employment_since_A74 (-0.557); duration_years (-0.435); duration_months (-0.435),0,32.387516702584264,0.1879661396354839,0,0.3427217248676413,0.0332105544033265,"The borrower is assigned low estimated credit risk, with a predicted PD of 4.63%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); credit_amount_per_month (0.237). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); employment_since_A74 (-0.557); duration_years (-0.435); duration_months (-0.435). The borrower belongs to risk cluster 0."
915,A12,48,A30,A410,18424,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,383.8333333333333,9.821463717057537,4.0,1,1,18424,early_career,very_long_term,high_amount,1,0.6485418286705978,0.612635798640734,0.6485418286705978,duration_years (0.802); duration_months (0.802); credit_history_A30 (0.693); savings_account_A61 (0.577); credit_amount_log (0.548),credit_amount (-1.228); foreign_worker_A202 (-0.667); duration_bucket_very_long_term (-0.610); purpose_A410 (-0.527); installment_rate_pct_income (-0.329),1,5376.930593142192,0.4656113813907517,1,0.8425144092184023,0.0887083535631013,"The borrower is assigned high estimated credit risk, with a predicted PD of 64.85%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); credit_history_A30 (0.693); savings_account_A61 (0.577); credit_amount_log (0.548). The strongest downward model signals are: credit_amount (-1.228); foreign_worker_A202 (-0.667); duration_bucket_very_long_term (-0.610); purpose_A410 (-0.527); installment_rate_pct_income (-0.329). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
141,A12,36,A32,A43,4795,A61,A72,4,A92,A101,1,A124,30,A143,A152,1,A174,1,A192,A201,133.19444444444446,8.475537516147405,3.0,1,1,19180,early_career,long_term,high_amount,0,0.921574351418774,2.4639324349374494,0.921574351418774,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448),other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); telephone_A192 (-0.182); credit_amount (-0.129); high_credit_amount_flag (-0.091),1,1988.5270567738596,0.1958560149758314,0,0.3844980965921659,0.0072139333594969,"The borrower is assigned high estimated credit risk, with a predicted PD of 92.16%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448). The strongest downward model signals are: other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); telephone_A192 (-0.182); credit_amount (-0.129); high_credit_amount_flag (-0.091). The borrower belongs to risk cluster 1."
